practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,None,,,Verdadero,Falso,j,None,congruent_left,El chico corrió en el parque ayer,None,None,None,None,f,None,0,El chico no hizo nada ayer.,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.1354419050039724,1.1262670819996856,1.1354419050039724,0.7521110269590281,0.7193749329890124,1.8875529319630004,0.568074400012847,0.5386757780215703,2.4556273319758475,1.587806659983471,1.558494361990597,4.0434339919593185,0.4178381400415674,0.38615131995175034,4.461272132000886,0.3340332100051455,0.30587067996384576,4.795305342006031,0.4513034499832429,0.4230523150181398,5.246608791989274,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.64353389502503,f,1,1.791716389998328,j,1,3.058817924989853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,None,,,Verdadero,Falso,f,None,congruent_right,Me gusta vivir en la ciudad de Washington porque tiene mucha historia,None,None,None,None,j,None,0,Estoy contento viviendo en D.C.,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.401784139976371,1.3888137870235369,1.401784139976371,0.5179572500055656,0.4848818749887869,1.9197413899819367,0.6686756479903124,0.6380268499488011,2.588417037972249,0.7194365270552225,0.6890162479830906,3.3078535650274716,0.3840879429480992,0.35559120698599145,3.691941507975571,0.40132285200525075,0.3731589980307035,4.093264359980822,0.38421494502108544,0.3553731000283733,4.477479305001907,0.4507802599691786,0.4178671800182201,4.928259564971086,0.6022854930488393,0.5731064080027863,5.530545058019925,0.4669338969979435,0.43825428502168506,5.997478955017868,1.4046737480093725,1.3715030180173926,7.402152703027241,0.5013576299534179,0.4726113950018771,7.903510332980659,,,,,,,,,,,,,,j,1,1.0567445550113916,f,1,3.0924217450083233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,None,,,Verdadero,Falso,f,None,incongruent_right,Estudio mucho durante la semana para poder divertirme durante el fin de semana,None,None,None,None,j,None,0,No voy a la biblioteca mucho los fines de semana.,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.168700667039957,1.1547344120335765,1.168700667039957,0.41828115994576365,0.38883618998806924,1.5869818269857205,0.4332660680520348,0.4048635149956681,2.0202478950377554,0.5355049449717626,0.5054347649565898,2.555752840009518,0.4182456419803202,0.3888590979622677,2.973998481989838,0.36766493500908837,0.3382032730150968,3.3416634169989266,0.5849549950216897,0.555594019999262,3.9266184120206162,1.7380221849889494,1.7100000260397792,5.664640597009566,0.7184259250061586,0.6898965650470927,6.383066522015724,0.6175099129904993,0.5876224999665283,7.000576435006224,0.3520931070088409,0.3218995430506766,7.3526695420150645,0.38384208799107,0.3549161200062372,7.7365116300061345,0.38342711102450266,0.35339912603376433,8.119938741030637,,,,,,,,,,,j,1,0.9366181869991124,f,1,3.342178410035558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,None,,,Verdadero,Falso,j,None,incongruent_left,Mi estación preferida es el verano,None,None,None,None,f,None,0,Me gusta el invierno más que las otras estaciones.,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.7175996820442379,0.7092338009970263,0.7175996820442379,0.4010726929991506,0.3680164379766211,1.1186723750433885,1.0872612649691291,1.0547561880084686,2.2059336400125176,1.185790462011937,1.1540022499975748,3.3917241020244546,0.46738907299004495,0.4382033349829726,3.8591131750144996,0.6523146170075051,0.6225580919999629,4.511427792022005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.8070390649954788,j,1,4.818987731996458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,None,,,Verdadero,Falso,j,None,single_left,A Iván le gusta cocinar y toma clases de gastronomía,None,None,None,None,f,None,0,Iván cocina mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,1.2024254249990918,1.1873094309703447,1.2024254249990918,0.5515601030201651,0.5229031580383889,1.753985528019257,0.5846713819773868,0.5521592230070382,2.3386569099966437,0.5342969130142592,0.5047015579766594,2.872953823010903,1.5046848449856043,1.475040182005614,4.377638667996507,1.3034224000293761,1.2750692130066454,5.681061068025883,0.6349782319739461,0.6066955550340936,6.316039299999829,0.9525224980316125,0.9231802700087428,7.268561798031442,1.5037052069674246,1.4745560850133188,8.772267004998866,1.637062275025528,1.607949754979927,10.409329280024394,,,,,,,,,,,,,,,,,,,,None,0,,f,0,4.683929239981808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,None,,,Verdadero,Falso,f,None,single_right,La madre de Julieta vive en Filadelfia así que Julieta la visita mucho,None,None,None,None,j,None,0,Julieta y su madre se ven mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.9851564500131644,0.9697298479732126,0.9851564500131644,0.4679900479968637,0.43947262002620846,1.4531464980100282,0.5345622720196843,0.5024861940182745,1.9877087700297125,0.48500969796441495,0.4522054250119254,2.4727184679941274,0.7184730720473453,0.7136466879746877,3.1911915400414728,0.48398267797892913,0.42138838302344084,3.675174218020402,0.7524585400242358,0.7190074999816716,4.427632758044638,0.667941516963765,0.6390069599729031,5.095574275008403,0.5019273880170658,0.4721590999979526,5.597501663025469,1.2868705569999292,1.2578177779796533,6.884372220025398,0.7182686079759151,0.689421957009472,7.602640828001313,0.584547572012525,0.5553645099862479,8.187188400013838,0.7184233650332317,0.6890037099947222,8.90561176504707,,,,,,,,,,,j,1,0.8916283369762823,f,1,6.2204103950061835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.009431437996682,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,44,,,,,,,,,,,,,,,,,,0.8512105219997466,0.8395258539821953,0.8512105219997466,0.41714741301257163,0.3883914580219425,1.2683579350123182,0.40187922498444095,0.37226176500553265,1.6702371599967591,0.6853320369846188,0.6563246549922042,2.355569196981378,0.46796875301515684,0.43940204998943955,2.8235379499965347,0.4676149319857359,0.4351390000083484,3.2911528819822706,0.8691549400100484,0.8401386329787783,4.160307821992319,0.4516997350146994,0.4232580350362696,4.6120075570070185,0.3834788429667242,0.3511018970166333,4.995486399973743,,,,,,,,,,,,,,,,,,,,,,,j,1,0.9553285649744794,f,0,7.373399101954419,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Después de que limpiaron la casa brillaba por todas partes,1,1,1,0,f,1,2,Todavía tienen que limpiar la sala.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,1.252489765000064,1.2406170669710264,1.252489765000064,0.45135268196463585,0.42329253494972363,1.7038424469646998,0.36707750300411135,0.33795993303647265,2.070919949968811,0.3342444450245239,0.3018108880496584,2.405164394993335,3.258004812989384,3.2275753390276805,5.663169207982719,0.5525703040184453,0.5237028329866007,6.215739512001164,0.46773138298885897,0.438961805019062,6.683470894990023,0.8514816819806583,0.8225806349655613,7.5349525769706815,0.6191814480116591,0.5853823199868202,8.15413402498234,0.5343902800232172,0.5054263269994408,8.688524305005558,,,,,,,,,,,,,,,,,,,,f,1,0.7549430200015195,j,1,5.235164879995864,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.9075405480107293,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.8733756250003353,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,1,0,j,1,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,18,,,,,,,,,,,,,,,,,,1.185341653006617,1.1696720480103977,1.185341653006617,0.5681318999850191,0.5393912550061941,1.753473552991636,0.8689411749946885,0.8363010049797595,2.6224147279863246,0.7689251370029524,0.7404385019908659,3.391339864989277,0.6848207180155441,0.6525040220003575,4.076160583004821,0.6680958519573323,0.6350809349678457,4.744256434962153,0.46758699003839865,0.4379703020094894,5.211843425000552,1.2702621349599212,1.2406606749864295,6.482105559960473,1.487680000020191,1.4581247949972749,7.969785559980664,1.2196745830005966,1.190459217003081,9.189460142981261,0.8357890450279228,0.8066046579624526,10.025249188009184,0.501552814966999,0.4745228899992071,10.526802002976183,0.384065689984709,0.35478117695311084,10.910867692960892,,,,0.5683149750111625,0.5401643179939128,11.479182667972054,,,,,j,1,0.7905884530046023,f,0,8.606119207048323,,,,None,None,0.8856586850015447,0.8368994169868529,12.364841352973599,0.4849607319920324,0.45244700502371415,12.849802084965631,1.2699631649884395,1.2406279899878427,14.119765249954071,0.4009791680146009,0.3728766299900599,14.520744417968672,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_right,Me reí cuando mi amiga me contó la historia de su encuentro con su ex.,0,0,0,1,j,0,220,La historia de mi amiga me dio gracia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,49,,,,,,,,,,,,,,,,,,1.0181554849841632,1.0044491539592855,1.0181554849841632,0.4852478950051591,0.45636944501893595,1.5034033799893223,0.5175294100190513,0.48865269700763747,2.0209327900083736,1.5199586770031601,1.4867869979934767,3.5408914670115337,0.6022817880148068,0.5721707249758765,4.1431732550263405,0.4018088149605319,0.37255850504152477,4.544982069986872,0.38418159499997273,0.35173204995226115,4.929163664986845,1.203131562040653,1.1739279499743134,6.132295227027498,0.6850864849984646,0.6367541250074282,6.817381712025963,0.5845949229551479,0.5551478849956766,7.401976634981111,0.5178834919934161,0.4888402549549937,7.919860126974527,0.3849772500107065,0.35508011997444555,8.304837376985233,0.668362119991798,0.6410333999665454,8.973199496977031,,,,0.43418260500766337,0.4099435189855285,9.407382101984695,,,,,j,1,0.8900328149902634,f,1,7.089373989962041,,,,None,None,0.4680671330424957,0.4395191349904053,9.87544923502719,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Antes de que bebieran el vino se volvió vinagre ,1,1,0,0,f,0,5,No tomaron vino porque se había echado a perder.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,1.151776954997331,1.1415253119776025,1.151776954997331,0.45178342500003055,0.4223754999693483,1.6035603799973615,0.3670521780150011,0.3382729680160992,1.9706125580123626,0.3516582199954428,0.32177066698204726,2.3222707780078053,2.5565877269837074,2.5242372379871085,4.878858504991513,0.517723378026858,0.4888754179701209,5.396581883018371,0.8688086469774134,0.8401609769789502,6.265390529995784,0.6854882449842989,0.6577513070078567,6.950878774980083,1.6041816780343652,1.574717329989653,8.555060453014448,,,,,,,,,,,,,,,,,,,,,,,f,1,0.8740136649576016,j,0,8.121058382967021,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,50,,,,,,,,,,,,,,,,,,1.436500834999606,1.4148519070004113,1.436500834999606,0.43424729199614376,0.4025488129700534,1.8707481269957498,0.4334088659961708,0.4035704609705135,2.3041569929919206,0.6354008039925247,0.6052590059698559,2.9395577969844453,0.5183120709843934,0.4883391030016355,3.4578698679688387,0.6524434339953586,0.6244623080128804,4.110313301964197,0.6336696110083722,0.6047994759865105,4.7439829129725695,0.7689534720266238,0.7396584809757769,5.512936384999193,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6733411129680462,j,1,2.630499068007339,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,Mi hija pintó el cuadro que está en la pared de mi oficina,0,0,0,0,j,0,219,Tengo arte colgado en mi oficina.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,48,,,,,,,,,,,,,,,,,,1.8542196080088615,1.8422922839527018,1.8542196080088615,0.3829576460411772,0.350131724961102,2.2371772540500388,0.3683507709647529,0.3356260089785792,2.6055280250147916,0.8862875230261125,0.857584411976859,3.491815548040904,0.5181192950112745,0.4863352020038292,4.009934843052179,0.6015745549811982,0.5728450549650006,4.611509398033377,0.700980024994351,0.6714968949672766,5.312489423027728,0.9026728069875389,0.8725301829981618,6.215162230015267,0.3994781840010546,0.368291919992771,6.614640414016321,0.3851725450367667,0.3545662219985388,6.999812959053088,0.8364292559563182,0.8061309399781749,7.836242215009406,0.41764396301005036,0.384875766991172,8.253886178019457,0.4349244949989952,0.406685612979345,8.688810673018452,,,,,,,,,,,j,1,0.63973196700681,f,1,5.048818602983374,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_left,Los estudiantes hicieron el trabajo en equipo en la biblioteca,0,0,0,1,f,0,202,Los estudiantes hicieron la tarea en el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,31,,,,,,,,,,,,,,,,,,0.6676874129916541,0.6553251569857821,0.6676874129916541,0.5182855870225467,0.4904613899998367,1.1859730000142008,0.6009096279740334,0.5719572670059279,1.7868826279882342,1.6882010370027274,1.6546753399888985,3.4750836649909616,0.4176547650131397,0.3890127869672142,3.8927384300041012,2.138778904976789,2.109862222976517,6.03151733498089,0.6355350750382058,0.605855822970625,6.667052410019096,1.3531241429736838,1.3239893629797734,8.02017655299278,0.5168691470171325,0.4867910380125977,8.537045700009912,0.6196909379796125,0.5867526960209943,9.156736637989525,,,,,,,,,,,,,,,,,,,,f,1,0.7351115030469373,j,1,5.586758637975436,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,Siempre que la niña salta la cuerda le da por la cabeza,1,1,0,0,j,0,4,La niña se golpea cuando juega.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,3,,,,,,,,,,,,,,,,,,0.8858095280011185,0.8699272079975344,0.8858095280011185,0.45008767797844484,0.42158876796020195,1.3358972059795633,0.7694614839856513,0.7195746399811469,2.1053586899652146,1.4199273150297813,1.3730347429518588,3.525286004994996,1.1863904210040346,1.1569902329938486,4.7116764259990305,1.0030234240111895,0.9753370179678313,5.71469985001022,0.38441788795171306,0.33805809600744396,6.099117737961933,0.43516564602032304,0.40525526797864586,6.534283383982256,0.33517704100813717,0.2879183830227703,6.869460424990393,2.5079344629775733,2.463134406018071,9.377394887967966,0.45162312203319743,0.4251278970041312,9.829018010001164,0.6178851949516684,0.5723169050179422,10.446903204952832,,,,,,,,,,,,,,j,1,0.7907228140393272,f,1,5.286723825032823,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando los jardineros terminaron el jardín quedó lleno de flores,1,1,1,0,f,1,10,Los jardineros todavía no acaban su trabajo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,0.6851870820391923,0.6708599110133946,0.6851870820391923,0.9528785449801944,0.9201086580287665,1.6380656270193867,0.7854183950112201,0.7563563830335625,2.423484022030607,0.6855439799837768,0.6560339679708704,3.1090280020143837,0.9360694930073805,0.9074289219570346,4.045097495021764,1.0855653019971214,1.0572789669968188,5.130662797018886,0.6511534000164829,0.6218292129924521,5.7818161970353685,0.8186610999982804,0.7875323279877193,6.600477297033649,1.01958773995284,0.9908539869938977,7.620065036986489,0.4349499630043283,0.4015738799935207,8.055014999990817,,,,,,,,,,,,,,,,,,,,f,1,0.8219120550202206,j,1,3.5599868599674664,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Después de que comieron el pollo se enfrió inmediatamente ,1,1,0,0,f,0,1,Comieron el pollo caliente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,0,,,,,,,,,,,,,,,,,,0.6529370609787293,0.6410400160239078,0.6529370609787293,0.5349512179964222,0.5053973029716872,1.1878882789751515,0.4051955370232463,0.376839549979195,1.5930838159983978,0.4637727699591778,0.422157668042928,2.0568565859575756,0.8019696780247614,0.7736080429749563,2.858826263982337,1.9202775519806892,1.8913087650435045,4.779103815963026,0.4684685640386306,0.4219519409816712,5.247572380001657,0.5176425899844617,0.47029360698070377,5.765214969986118,0.8700813640025444,0.8409574049874209,6.635296333988663,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5203897409955971,f,1,6.0196106910007074,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,a,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6047397730289958,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los chicos acomodaron la manta que sus padres les dejaron dentro del clóset antes de dormir,0,1,1,0,f,0,136,Los chicos no usaron la manta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,27,,,,,,,,,,,,,,,,,,0.7012085099704564,0.6870869030244648,0.7012085099704564,0.48312059498857707,0.4534874929813668,1.1843291049590334,0.4033573100459762,0.3729627270367928,1.5876864150050096,1.921388613001909,1.877726907026954,3.5090750280069187,0.40110160497715697,0.35557442798744887,3.9101766329840757,0.8518535519833677,0.8061698150122538,4.762030184967443,0.5845827130251564,0.5566716030007228,5.3466128979926,0.5517893219948746,0.5228060349472798,5.898402219987474,0.6185992200043984,0.589767862984445,6.517001439991873,0.6684835500200279,0.6231714750174433,7.185484990011901,1.5201876999926753,1.493052944948431,8.705672690004576,1.2705824080039747,1.2413490819744766,9.97625509800855,0.5176600019913167,0.46847630001138896,10.493915099999867,,,,0.48477862996514887,0.45518900494789705,10.978693729965016,,,,,f,1,0.5201218559523113,f,0,4.6841285770060495,,,,None,None,0.40062706801109016,0.37180212000384927,11.379320797976106,0.4505787870148197,0.4206751300371252,11.829899584990926,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Cuando la chica lava los platos se quedan bien sucios,1,1,0,0,f,0,9,La chica lava sin cuidado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,8,,,,,,,,,,,,,,,,,,0.6005424300092272,0.5893206270411611,0.6005424300092272,0.43484845699276775,0.40540496696485206,1.035390887001995,0.3341026100097224,0.3061944830114953,1.3694934970117174,0.5520354479667731,0.5229227719828486,1.9215289449784905,0.3839722219854593,0.33946950000245124,2.30550116696395,0.4510559330228716,0.42320271994685754,2.7565570999868214,0.36774476198479533,0.339370702044107,3.1243018619716167,0.33386216301005334,0.30463399802101776,3.45816402498167,0.5514481419813819,0.52245899499394,4.009612166963052,0.7855940030422062,0.7556849629618227,4.795206170005258,,,,,,,,,,,,,,,,,,,,f,1,0.6557172350003384,f,1,4.248544108006172,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Después de que llegué el maratón empezó inmediatamente,0,1,1,0,j,0,121,Llegué para ver el inicio de la carrera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,20,,,,,,,,,,,,,,,,,,1.3023046670132317,1.2908919680048712,1.3023046670132317,0.7524580580065958,0.7238056950154714,2.0547627250198275,0.6687372649903409,0.6405201649758965,2.7234999900101684,0.43332245998317376,0.4053343649720773,3.156822449993342,1.5700461409869604,1.5388390359585173,4.7268685909803025,0.4853640290093608,0.45451398502336815,5.212232619989663,0.8535465900204144,0.8245624430128373,6.065779210010078,1.202734082005918,1.1573655169922858,7.268513292015996,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5740168020129204,f,1,6.2884599569952115,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_left,Mis hijas están saltando la cuerda en el jardín,0,0,0,1,f,0,226,A mis hijas no les gusta jugar en el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,55,,,,,,,,,,,,,,,,,,0.6510623049689457,0.6408852430176921,0.6510623049689457,0.3008396470104344,0.2724715149961412,0.9519019519793801,0.3172702300362289,0.28498905297601596,1.269172182015609,0.5343450229847804,0.5026321100303903,1.8035172050003894,0.8359369999961928,0.8061282329726964,2.639454204996582,0.40127359196776524,0.37262046500109136,3.0407277969643474,0.38367441500304267,0.35163167299469933,3.42440221196739,0.4016364650451578,0.37252637499477714,3.826038677012548,0.3836453299736604,0.3555122620309703,4.209684006986208,,,,,,,,,,,,,,,,,,,,,,,f,1,0.923818354960531,j,1,4.466502071998548,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
