practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,key_resp_2.keys,key_resp_4.keys,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,None,,,Verdadero,Falso,f,None,congruent_right,Me gusta vivir en la ciudad de Washington porque tiene mucha historia,None,None,None,None,j,None,0,Estoy contento viviendo en D.C.,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.1531933289952576,1.131435520015657,1.1531933289952576,0.5013614859781228,0.402392617019359,1.6545548149733804,0.7852617119788192,0.7559773940010928,2.4398165269521996,0.6013537830440328,0.5573363730218261,3.0411703099962324,0.5346149169490673,0.5038814200088382,3.5757852269452997,0.5530020400183275,0.5241712770075537,4.128787266963627,0.7015514230006374,0.6739922779961489,4.830338689964265,0.6174731380306184,0.584297624998726,5.447811827994883,0.5352141569601372,0.5021474870154634,5.98302598495502,0.5343044800101779,0.5045522219734266,6.517330464965198,0.4845030420110561,0.45401838497491553,7.001833506976254,0.6194100530119613,0.5908269709907472,7.621243559988216,,,,,,,,,,,,space,3.847380154998973,j,1,0.7909980349941179,f,1,1.6925999299855903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,None,,,Verdadero,Falso,f,None,incongruent_right,Estudio mucho durante la semana para poder divertirme durante el fin de semana,None,None,None,None,j,None,0,No voy a la biblioteca mucho los fines de semana.,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,6.7178383900318295,6.686760116950609,6.7178383900318295,0.5178491999977268,0.4850607980042696,7.235687590029556,0.4337224729824811,0.4012236900161952,7.669410063012037,0.5011260419851169,0.4726971610216424,8.170536104997154,0.5024073130334727,0.46887836302630603,8.672943418030627,0.449771857005544,0.4195948790293187,9.122715275036171,0.452191142947413,0.41916407499229535,9.574906417983584,0.43472548201680183,0.4058983970317058,10.009631900000386,0.46821853797882795,0.4191340009565465,10.477850437979214,0.46730634005507454,0.43898608296876773,10.945156778034288,0.46758775698253885,0.43892281997250393,11.412744535016827,0.45158687798539177,0.41781069501303136,11.864331413002219,0.45016249001491815,0.41964247601572424,12.314493903017137,,,,,,,,,,,j,1,0.7872313410043716,f,1,4.316852980002295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,None,,,Verdadero,Falso,j,None,incongruent_left,Mi estación preferida es el verano,None,None,None,None,f,None,0,Me gusta el invierno más que las otras estaciones.,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.5854049789486453,0.5827216450124979,0.5854049789486453,0.4176239070366137,0.38835643901256844,1.003028885985259,0.45029556896770373,0.4173981130006723,1.4533244549529627,0.9702820290112868,0.957986030029133,2.4236064839642495,0.7862208070000634,0.7570832449709997,3.209827290964313,0.5176890600123443,0.4855034799547866,3.727516350976657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.0369004299864173,j,1,2.3910459200269543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,None,,,Verdadero,Falso,j,None,single_left,A Iván le gusta cocinar y toma clases de gastronomía,None,None,None,None,f,None,0,Iván cocina mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.733856274979189,0.7189049439621158,0.733856274979189,0.39991384698078036,0.3693684149766341,1.1337701219599694,0.4024502949905582,0.3693031360162422,1.5362204169505276,0.4333170560421422,0.40302661497844383,1.9695374729926698,0.36799280799459666,0.33825362799689174,2.3375302809872665,0.6515727919759229,0.6215723030036315,2.9891030729631893,0.435574492032174,0.40694675501435995,3.4246775649953634,0.7856948749977164,0.7562400430324487,4.21037243999308,0.49994910997338593,0.4707890740246512,4.710321549966466,0.5684693470248021,0.5380969449761324,5.278790896991268,,,,,,,,,,,,,,,,,,,,f,1,0.45518543699290603,f,0,1.7935484879999422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,None,,,Verdadero,Falso,f,None,single_right,La madre de Julieta vive en Filadelfia así que Julieta la visita mucho,None,None,None,None,j,None,0,Julieta y su madre se ven mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.5843343969900161,0.5717194370226935,0.5843343969900161,0.38362373202107847,0.3360048699541949,0.9679581290110946,0.33538485498866066,0.3061616460327059,1.3033429839997552,0.4514081969973631,0.4230020780232735,1.7547511809971184,0.550799900025595,0.5221283049904741,2.3055510810227133,1.4384313629707322,1.4092477280064486,3.7439824439934455,0.5676004749839194,0.5226391379837878,4.311582918977365,1.487633801996708,1.4586537700379267,5.799216720974073,0.7521265030372888,0.7235857369960286,6.551343224011362,0.4340265169739723,0.4014230070170015,6.985369740985334,0.5353151030139998,0.5065596050117165,7.520684843999334,0.43371171498438343,0.4053300449741073,7.954396558983717,0.6177752329967916,0.5896796990418807,8.572171791980509,,,,,,,,,,,j,1,0.5731584840104915,f,1,2.4929465109598823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,None,,,Verdadero,Falso,j,None,congruent_left,El chico corrió en el parque ayer,None,None,None,None,f,None,0,El chico no hizo nada ayer.,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7010905650095083,0.6910943010007031,0.7010905650095083,0.43505859398283064,0.4044494240079075,1.136149158992339,0.41760584502480924,0.3909006589674391,1.5537550040171482,0.36836356099229306,0.34003284899517894,1.9221185650094412,0.34969027899205685,0.32010978797916323,2.271808844001498,0.36878791102208197,0.33972765697399154,2.64059675502358,0.36847495497204363,0.33996974799083546,3.0090717099956237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5194478870253079,j,1,1.7232698010047898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.077536951983348,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Los trabajadores colocaron los avisos que su jefe les dejó en la carpeta en la puerta de la oficina,1,1,1,0,j,1,20,Los avisos están colgados en la puerta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,0.717316385009326,0.699162331991829,0.717316385009326,0.3669585649622604,0.3389917249442078,1.0842749499715865,0.5342159119900316,0.5030172319966368,1.618490861961618,0.7363499400089495,0.7059049400268123,2.3548408019705676,1.237006260023918,1.2079335019807331,3.5918470619944856,1.2187193149584346,1.169982680992689,4.81056637695292,1.220265656011179,1.1735612090560608,6.030832032964099,0.6347555940155871,0.6047574780532159,6.665587626979686,0.618560382979922,0.5876215869793668,7.284148009959608,0.5687724699964747,0.5402818930451758,7.852920479956083,0.6846481219981797,0.6517926200176589,8.537568601954263,0.5342872129986063,0.5046489390078932,9.071855814952869,0.5181473580305465,0.4709824430174194,9.590003172983415,,,,0.6020489549846388,0.552448328002356,10.192052127968054,,,,,j,1,0.6403356500086375,j,0,6.957358212035615,,,,0.5843386100023054,0.553480910952203,10.77639073797036,0.5197243890143,0.49094534502364695,11.29611512698466,1.6543811950250529,1.6093190779793076,12.950496322009712,0.5179085429990664,0.4899743649875745,13.468404865008779,0.43409274698933586,0.40717536001466215,13.902497611998115,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_left,Mis hijas están saltando la cuerda en el jardín,0,0,0,1,f,0,226,A mis hijas no les gusta jugar en el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,55,,,,,,,,,,,,,,,,,,0.8001993030193262,0.775392159994226,0.8001993030193262,0.3183512419927865,0.3014292129664682,1.1185505450121127,0.25060858100187033,0.22075617697555572,1.369159126013983,0.5171110070077702,0.48606403300073,1.8862701330217533,0.40237590699689463,0.3726356680272147,2.288646040018648,0.634926764992997,0.6062586629996076,2.923572805011645,0.5013698380207643,0.46871244302019477,3.4249426430324093,0.4337190569494851,0.40464637195691466,3.8586616999818943,0.5357289600069635,0.5057985180174001,4.394390659988858,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6736666769720614,j,1,2.7635191080044024,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Cuando la chica lava los platos se quedan bien sucios,1,1,1,0,f,1,9,La chica lava sin cuidado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,0.6510272219893523,0.6394223619718105,0.6510272219893523,0.30073527502827346,0.2674179199966602,0.9517624970176257,0.25043076794827357,0.2216247150208801,1.2021932649658993,0.5016727600013837,0.4734395970008336,1.703866024967283,0.5850574370124377,0.5565387000096962,2.2889234619797207,0.45014276303118095,0.42177852004533634,2.7390662250109017,0.43570466700475663,0.4053514300030656,3.1747708920156583,0.5507256499840878,0.5220390529721044,3.725496541999746,0.4513420980074443,0.4216736829839647,4.17683864000719,0.45177149499068037,0.42228454997530207,4.628610134997871,,,,,,,,,,,,,,,,,,,,f,1,0.6895209599751979,f,1,2.5239709470188245,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_left,Los estudiantes hicieron el trabajo en equipo en la biblioteca,0,0,0,1,f,0,202,Los estudiantes hicieron la tarea en el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,31,,,,,,,,,,,,,,,,,,0.7676220249850303,0.7572545800358057,0.7676220249850303,0.38494205300230533,0.3553296549944207,1.1525640779873356,0.30011696001747623,0.2716363450163044,1.4526810380048119,0.46843030996387824,0.43510742497164756,1.92111134796869,0.48387505701975897,0.45505868998588994,2.404986404988449,0.5519767680088989,0.5218838049913757,2.956963172997348,0.4684355469653383,0.43919559195637703,3.4253987199626863,0.601053768012207,0.5726958650047891,4.026452487974893,0.5350585700361989,0.5052970169926994,4.561511058011092,0.46808523999061435,0.4391111019649543,5.029596298001707,,,,,,,,,,,,,,,,,,,,f,1,0.6348476630519144,j,1,1.8368406950030476,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_right,Las flores en mi apartamento hacen que la sala brille,0,0,0,1,j,0,224,No tengo plantas en mi apartamento por mis alergias.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,53,,,,,,,,,,,,,,,,,,0.5840683580026962,0.5759667109814472,0.5840683580026962,0.35129134700400755,0.3230323600000702,0.9353597050067037,0.316509602998849,0.28730157198151574,1.2518693080055527,0.4017502520000562,0.3687059879885055,1.653619560005609,0.35106336302123964,0.31806797499302775,2.0046829230268486,0.41781879699556157,0.3889362550107762,2.42250172002241,0.3841879929532297,0.35522460500942543,2.80668971297564,0.45121240004664287,0.42200738698011264,3.2579021130222827,0.6849643369787373,0.6559773470507935,3.94286645000102,0.5850259899743833,0.5559001400251873,4.527892439975403,,,,,,,,,,,,,,,,,,,,j,1,0.5396659830003045,j,1,2.292513391992543,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6740493859979324,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando era niña Inés saltaba la cuerda mucho ,0,0,0,0,j,0,211,Inés sabe saltar la cuerda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,40,,,,,,,,,,,,,,,,,,1.1187096720095724,1.1085472569684498,1.1187096720095724,0.5851416080258787,0.5568194899824448,1.703851280035451,0.4341773549676873,0.40514781698584557,2.1380286350031383,1.5535825950209983,1.5248096049763262,3.6916112300241366,0.6007477180100977,0.5691598420380615,4.292358948034234,0.6521256970008835,0.6175890180165879,4.944484645035118,0.4515303120133467,0.41818812798010185,5.396014957048465,0.4186444449587725,0.4065200050245039,5.814659402007237,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7565355649567209,f,1,1.7724342729779892,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.47154668701114133,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_left,La participante brilló cuando ganó el maratón,0,0,0,1,f,0,218,La participante se quedó triste después del maratón.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,47,,,,,,,,,,,,,,,,,,0.6851741800201125,0.6747748940251768,0.6851741800201125,0.33469193195924163,0.30654039001092315,1.0198661119793542,0.4168466810369864,0.38652736600488424,1.4367127930163406,0.4352191789657809,0.40546496002934873,1.8719319719821215,0.5017045779968612,0.4686640630243346,2.3736365499789827,0.4505332100088708,0.4218759100185707,2.8241697599878535,0.5687180020031519,0.5396799430018291,3.3928877619910054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4220691790105775,j,1,2.395102226990275,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6857993850135244,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,Mi hermana guardó en su celular el número del chico guapo,0,0,0,1,j,0,208,A mi hermana le gustaría salir con el chico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,37,,,,,,,,,,,,,,,,,,0.6163548499462195,0.6050897269742563,0.6163548499462195,0.38557850004872307,0.3549331320100464,1.0019333499949425,0.38446617196314037,0.3558203550055623,1.386399521958083,0.3677985580288805,0.3392661069519818,1.7541980799869634,0.44994148501427844,0.4213084200164303,2.204139565001242,0.4016884969896637,0.37323586002457887,2.6058280619909056,2.9417290649726056,2.9122689780197106,5.547557126963511,0.5346708900178783,0.506457399984356,6.082228016981389,1.6217457079910673,1.5946246479870752,7.703973724972457,0.3833246610010974,0.3416029710206203,8.087298385973554,0.41552914498606697,0.38618015096290037,8.502827530959621,,,,,,,,,,,,,,,,,j,1,0.7740409569814801,f,1,2.393193126015831,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,0,0,f,0,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,0.7026985220145434,0.6924998169997707,0.7026985220145434,0.33343413000693545,0.3052203530096449,1.0361326520214789,0.3005308579886332,0.26711866800906137,1.336663510010112,0.23379797697998583,0.20357655099360272,1.570461486990098,0.5185146300354972,0.4897756549762562,2.088976117025595,0.7356013429816812,0.6859253300353885,2.8245774600072764,0.46718009101459756,0.4366801350261085,3.291757551021874,0.450757289014291,0.4208127840538509,3.742514840036165,0.38458382297540084,0.35452120599802583,4.127098663011566,0.5342677879962139,0.5016366799827665,4.66136645100778,,,,,,,,,,,,,,,,,,,,f,1,0.5010978329810314,j,1,4.222509739978705,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,1,0,f,1,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,16,,,,,,,,,,,,,,,,,,0.6345214319881052,0.6149172559962608,0.6345214319881052,0.2849417719990015,0.25177842599805444,0.9194632039871067,0.2832654779776931,0.23752892395714298,1.2027286819647998,1.4711996520054527,1.44345969700953,2.6739283339702524,0.5009987580124289,0.4719926249817945,3.1749270919826813,0.3512058319756761,0.322983265039511,3.5261329239583574,0.5836973389959894,0.5511291730217636,4.109830262954347,0.45079417602391914,0.4220746190403588,4.560624438978266,0.5358483889722265,0.5070526580093428,5.0964728279504925,0.4009624340105802,0.3515836999868043,5.497435261961073,0.4685488400282338,0.4401342500350438,5.9659841019893065,0.46774882497265935,0.4384475799743086,6.433732926961966,0.4678802270209417,0.4184637800208293,6.9016131539829075,,,,0.3336332399630919,0.286900823994074,7.235246393945999,,,,,f,1,0.5536338289966807,f,1,2.2105118880281225,,,,0.3350173600483686,0.30599496996728703,7.570263753994368,0.4012734579737298,0.3731407069717534,7.971537211968098,0.8522884119884111,0.823538024968002,8.823825623956509,0.4339338800054975,0.4048830249812454,9.257759503962006,0.3852408879902214,0.3565340929781087,9.643000391952228,None,None,0.3163711220258847,0.2847415819996968,9.959371513978112,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,59,,,,,,,,,,,,,,,,,,0.5674860900035128,0.5531685299938545,0.5674860900035128,0.334499706979841,0.3064394950051792,0.9019857969833538,0.283269619976636,0.2516408019582741,1.1852554169599898,0.3848905499908142,0.3513440149836242,1.570145966950804,0.45072792499559,0.421487781975884,2.020873891946394,1.4024318550364114,1.3718377540353686,3.4233057469828054,0.5018050330108963,0.47061233001295477,3.9251107799937017,0.5178137019975111,0.49087789497571066,4.442924481991213,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4240488280192949,f,1,5.687749021977652,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.49069365195464343,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Justo cuando llegaban el carro viejo se chocó contra un poste de luz,0,1,1,0,f,0,123,Llegaron sin incidente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,21,,,,,,,,,,,,,,,,,,1.1694305149721913,1.1540210570092313,1.1694305149721913,0.4011441500042565,0.36888236802769825,1.5705746649764478,0.5347872650017962,0.501702289970126,2.105361929978244,2.054066140030045,2.0259506599977612,4.159428070008289,1.2032186230062507,1.1736354799941182,5.36264669301454,0.40240720997098833,0.37278517498634756,5.765053902985528,2.6064063120284118,2.5774937929818407,8.37146021501394,0.5689644980011508,0.5402637849911116,8.94042471301509,0.4672322099795565,0.4388106679543853,9.407656922994647,0.36768845497863367,0.33852189796743914,9.77534537797328,0.3334801300079562,0.3046036949963309,10.108825507981237,0.3009713370120153,0.2707939549582079,10.409796844993252,0.33399155002553016,0.30465561704477295,10.743788395018782,,,,,,,,,,,f,1,0.716547334974166,j,1,2.1757786630187184,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,Me reí cuando mi amiga me contó la historia de su encuentro con su ex.,0,0,0,1,j,0,220,La historia de mi amiga me dio gracia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,49,,,,,,,,,,,,,,,,,,0.68186896602856,0.6489408200141042,0.68186896602856,0.33442141697742045,0.28523597097955644,1.0162903830059804,0.317013563006185,0.2850384039920755,1.3333039460121654,2.591052142030094,2.544303080008831,3.924356088042259,0.5179695499828085,0.48537394701270387,4.442325638025068,0.7024861469981261,0.6698995499755256,5.144811785023194,2.0721219700062647,2.043280476995278,7.2169337550294586,0.45060292398557067,0.42025819496484473,7.667536679015029,0.6508351920056157,0.620550710009411,8.318371871020645,1.8561172439949587,1.8277049700263888,10.174489115015604,1.9219922199845314,1.8929733980330639,12.096481335000135,0.34997080004541203,0.3172133979969658,12.446452135045547,0.3853041649563238,0.35613737802486867,12.83175630000187,,,,0.300625920004677,0.271693171991501,13.132382220006548,,,,,j,1,0.5732824260485359,f,1,3.261610721994657,,,,0.35074428003281355,0.3226779169635847,13.483126500039361,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,The boy,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4895230349502526,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,The boy,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4036694649839774,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,The boy,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4852263440261595,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
