practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,None,,,Verdadero,Falso,j,None,congruent_left,El chico corrió en el parque ayer,None,None,None,None,f,None,0,El chico no hizo nada ayer.,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5173666129703633,0.505658726033289,0.5173666129703633,0.38402599503751844,0.35453424701699987,0.9013926080078818,0.5520296400063671,0.5240987429860979,1.453422248014249,0.3837121119722724,0.35531479702331126,1.8371343599865213,0.7015784929972142,0.6703770049498416,2.5387128529837355,0.5353190019959584,0.5014348099939525,3.074031854979694,0.6175465399865061,0.6040187080507167,3.6915783949662,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.95820505701704,f,1,0.5217824949650094,j,1,2.427392504992895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,None,,,Verdadero,Falso,j,None,single_left,A Iván le gusta cocinar y toma clases de gastronomía,None,None,None,None,f,None,0,Iván cocina mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.6344439280219376,0.618109276983887,0.6344439280219376,0.4010680299834348,0.36820397700648755,1.0355119580053724,0.6343275120016187,0.6057088520028628,1.6698394700069912,0.46840912802144885,0.4395367499673739,2.13824859802844,0.5684462549979798,0.5354797019972466,2.70669485302642,0.5515226650168188,0.5225488350261003,3.2582175180432387,0.41764311195584014,0.3855615800130181,3.675860629999079,0.4344987930380739,0.4054217729717493,4.110359423037153,0.4847026349743828,0.45327178202569485,4.5950620580115356,0.3837275070254691,0.357502764032688,4.978789565037005,,,,,,,,,,,,,,,,,,,,f,1,0.5716270789853297,f,0,4.6505333770182915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,None,,,Verdadero,Falso,f,None,single_right,La madre de Julieta vive en Filadelfia así que Julieta la visita mucho,None,None,None,None,j,None,0,Julieta y su madre se ven mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.5668523350032046,0.5487775169895031,0.5668523350032046,0.41764481499558315,0.38851819303818047,0.9844971499987878,0.36663621000479907,0.3373560570180416,1.3511333600035869,0.3678736980073154,0.33849595999345183,1.7190070580109023,0.4185271119931713,0.3890894880169071,2.1375341700040735,0.4010090749943629,0.36868117295671254,2.5385432449984364,0.38410783297149464,0.35182848502881825,2.922651077969931,0.7347431310336106,0.7041675659711473,3.6573942090035416,0.45202493597753346,0.42215414700331166,4.109419144981075,0.484429812990129,0.4562720719841309,4.593848957971204,0.5352880250429735,0.5058169050025754,5.1291369830141775,0.38408355199499056,0.35543241997947916,5.513220535009168,0.4177575599751435,0.38878151000244543,5.930978094984312,,,,,,,,,,,j,1,0.6395579220261425,f,1,3.0777613460086286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,None,,,Verdadero,Falso,f,None,incongruent_right,Estudio mucho durante la semana para poder divertirme durante el fin de semana,None,None,None,None,j,None,0,No voy a la biblioteca mucho los fines de semana.,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.6513953679823317,0.635034654987976,0.6513953679823317,0.4670139820082113,0.43822414200985804,1.118409349990543,0.48460593802155927,0.45478631503647193,1.6030152880121022,0.4012440000078641,0.3712044590502046,2.0042592880199663,0.40179369994439185,0.37145467998925596,2.406052987964358,0.3843108470318839,0.3556172050302848,2.790363834996242,0.40128158300649375,0.3723602180252783,3.191645418002736,0.3504813070176169,0.3213395799975842,3.5421267250203528,0.434664697968401,0.40496515500126407,3.9767914229887538,0.4839379619807005,0.4537826250307262,4.460729384969454,0.4187670950195752,0.38889448798727244,4.8794964799890295,0.3674964400124736,0.3343814249965362,5.246992920001503,0.3172546880086884,0.28800934803439304,5.5642476080101915,,,,,,,,,,,j,1,0.5400331069831736,f,1,5.735976043040864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,None,,,Verdadero,Falso,f,None,congruent_right,Me gusta vivir en la ciudad de Washington porque tiene mucha historia,None,None,None,None,j,None,0,Estoy contento viviendo en D.C.,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.5679608900099993,0.5512984219822101,0.5679608900099993,0.40081650798674673,0.372385527996812,0.968777397996746,0.40118197997799143,0.3687005419633351,1.3699593779747374,0.3844137120177038,0.35496974998386577,1.7543730899924412,0.36772070499137044,0.33470020798267797,2.1220937949838117,0.36761048500193283,0.33466489997226745,2.4897042799857445,0.38419322500703856,0.35557459999108687,2.873897504992783,0.3669232749962248,0.3380423080525361,3.240820779989008,0.4007098699803464,0.3715122819994576,3.6415306499693543,0.6028767080279067,0.5701876870007254,4.244407357997261,0.43353308201767504,0.40497632196638733,4.677940440014936,0.3687831499846652,0.33898786996724084,5.046723589999601,,,,,,,,,,,,,,j,1,0.7690638029598631,f,1,3.393665587005671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,None,,,Verdadero,Falso,j,None,incongruent_left,Mi estación preferida es el verano,None,None,None,None,f,None,0,Me gusta el invierno más que las otras estaciones.,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.5837923549697734,0.5760884680203162,0.5837923549697734,0.4349257369758561,0.4021600100095384,1.0187180919456296,0.41757363302167505,0.38932793302228674,1.4362917249673046,0.6846293220296502,0.6572219849913381,2.120921046996955,0.40135689498856664,0.3728242869838141,2.5222779419855215,0.417624439985957,0.3885879800072871,2.9399023819714785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.690003594965674,j,1,2.879292664991226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.391511346970219,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,f,A,single_right,Mi hermana guardó en su celular el número del chico guapo,0,0,0,1,j,0,208,A mi hermana le gustaría salir con el chico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,37,,,,,,,,,,,,,,,,,,0.534557054983452,0.5157310549984686,0.534557054983452,0.46780205803224817,0.4353252829751,1.0023591130157001,0.35049458499997854,0.32216451194835827,1.3528536980156787,0.41838730697054416,0.38629851798759773,1.7712410049862228,0.5497793329996057,0.5198215400450863,2.3210203379858285,0.4365514070377685,0.40672270697541535,2.757571745023597,0.6340804349747486,0.6056503920117393,3.3916521799983457,0.4012152280192822,0.3714381780009717,3.792867408017628,0.4844500519684516,0.45506114000454545,4.2773174599860795,0.3677622150280513,0.3378488319576718,4.645079675014131,0.4510716649820097,0.42177683202316985,5.0961513399961405,,,,,,,,,,,,,,,,,j,1,0.38984045200049877,j,0,3.331755849008914,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,44,,,,,,,,,,,,,,,,,,0.5506896050064825,0.541423198999837,0.5506896050064825,0.43477963196346536,0.4058098469977267,0.9854692369699478,0.38397867302410305,0.35490463802125305,1.3694479099940509,0.43479747499804944,0.40484660502988845,1.8042453849921003,0.3841367799905129,0.35548583703348413,2.188382164982613,0.4183906670077704,0.38837821199558675,2.6067728319903836,0.6010022999835201,0.5729907900094986,3.2077751319739036,0.3339124830090441,0.30470251699443907,3.5416876149829477,0.3508485850179568,0.32111183705274016,3.8925362000009045,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7246922050253488,j,1,8.210268466966227,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los alumnos metieron la prueba que la maestra les dio en sus bolsas antes de irse,0,1,1,0,f,0,140,La maestra se quedó con las pruebas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,29,,,,,,,,,,,,,,,,,,0.5842966149793938,0.5702479740139097,0.5842966149793938,0.41707126301480457,0.37182200502138585,1.0013678779941984,0.3681255900301039,0.3353878370253369,1.3694934680243023,0.3843241319991648,0.35160930699203163,1.753817600023467,0.7187292149756104,0.6901624900056049,2.4725468149990775,0.4180209080222994,0.39002707198960707,2.890567723021377,0.38414191198535264,0.355366799980402,3.2747096350067295,0.3838646580115892,0.3548042270122096,3.6585742930183187,0.4015105149592273,0.3716706470004283,4.060084807977546,0.45078479702351615,0.42243955499725416,4.510869605001062,0.40147333999630064,0.3733278280124068,4.912342944997363,0.45072808500844985,0.422077321971301,5.363071030005813,0.4177081999951042,0.3888861850136891,5.780779230000917,,,,0.6516604949720204,0.606432227010373,6.432439724972937,,,,,f,1,0.47043087001657113,f,0,6.0888339600060135,,,,None,None,0.4688255800283514,0.43933957698754966,6.901265305001289,0.4505617899703793,0.4218961800215766,7.351827094971668,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,f,A,congruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,0,0,f,0,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,12,,,,,,,,,,,,,,,,,,0.5844046349520795,0.5697278050356545,0.5844046349520795,0.40078478201758116,0.37130509299458936,0.9851894169696607,0.41821888502454385,0.3888811680371873,1.4034083019942045,0.8687662379816175,0.8402227500337176,2.272174539975822,0.43480988702503964,0.40594103798503056,2.7069844270008616,1.036116017960012,1.0072517780354246,3.7431004449608736,0.5498753749998286,0.5197597150108777,4.292975819960702,0.6199569700402208,0.5891315070330165,4.912932790000923,0.433839104953222,0.4051690549822524,5.346771894954145,0.40126075700391084,0.3715446800342761,5.748032651958056,0.7859104800154455,0.7542969250353053,6.533943131973501,0.4164778629783541,0.3878297099727206,6.950420994951855,0.4011863100458868,0.36933905398473144,7.351607304997742,,,,0.9367956999922171,0.9075743569992483,8.28840300498996,,,,,f,1,0.48779308499069884,f,1,3.0239241299568675,,,,None,None,0.46790419495664537,0.43949908495415,8.756307199946605,0.48447385005420074,0.45421664003515616,9.240781050000805,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,36,,,,,,,,,,,,,,,,,,0.6011283650295809,0.5866587330237962,0.6011283650295809,0.5179375750012696,0.48894550203112885,1.1190659400308505,0.702134909981396,0.6729837250313722,1.8212008500122465,0.3835924650193192,0.3546341970213689,2.2047933150315657,0.4354842570028268,0.4017498199827969,2.6402775720343925,0.5679805899853818,0.5393591600004584,3.2082581620197743,0.3673810149775818,0.3378025720012374,3.575639176997356,0.4679210900212638,0.43884944199817255,4.04356026701862,0.40139138500671834,0.37232547003077343,4.444951652025338,0.5007796279969625,0.4746700320392847,4.945731280022301,0.401738420012407,0.3692906550131738,5.347469700034708,,,,,,,,,,,,,,,,,j,1,0.5910703089903109,j,1,4.579696894972585,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.49016340501839295,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4554273370304145,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,1,0,j,1,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,18,,,,,,,,,,,,,,,,,,0.5666584179853089,0.5519175909576006,0.5666584179853089,0.41909958503674716,0.36886893498012796,0.9857580030220561,0.45058996201260015,0.4217800199985504,1.4363479650346562,0.5013481350033544,0.47157003497704864,1.9376961000380106,0.38473283499479294,0.35553641500882804,2.3224289350328036,0.3840525349951349,0.35351759096374735,2.7064814700279385,0.5346217799815349,0.5018438569968566,3.2411032500094734,0.4011711400235072,0.37214836495695636,3.6422743900329806,0.3513575899996795,0.3226428870111704,3.99363198003266,0.4343408379936591,0.388016129960306,4.427972818026319,0.46781126700807363,0.43881830997997895,4.895784085034393,0.5187300199759193,0.49085642403224483,5.414514105010312,0.3839399400167167,0.3558975019841455,5.798454045027029,,,,0.7517812050064094,0.7229325299849734,6.550235250033438,,,,,j,1,0.5259226449998096,j,1,9.225144274998456,,,,None,None,0.48340195999480784,0.4537106250063516,7.033637210028246,0.43556643498595804,0.4049222129979171,7.469203645014204,1.0030798179795966,0.9737913180142641,8.4722834629938,0.4341849720221944,0.40548810799373314,8.906468435015995,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,50,,,,,,,,,,,,,,,,,,0.5673357599880546,0.553064969019033,0.5673357599880546,0.4335135949659161,0.406067559029907,1.0008493549539708,0.7864215970039368,0.7578737720032223,1.7872709519579075,0.40120354504324496,0.36855803499929607,2.1884744970011525,0.40122894500382245,0.37337350501911715,2.589703442004975,0.6675752779701725,0.6230604299926199,3.2572787199751474,0.43517279002116993,0.4069219119846821,3.6924515099963173,0.3672966419835575,0.3346833320101723,4.059748151979875,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.535293992026709,j,1,2.3565705899964087,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,f,A,congruent_left,El pescado está listo para comer,0,0,0,0,f,0,229,Vamos a comer pescado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,58,,,,,,,,,,,,,,,,,,0.6183480170438997,0.6132381240022369,0.6183480170438997,0.4174460169742815,0.38651062099961564,1.0357940340181813,0.6860732050263323,0.6571973019745201,1.7218672390445136,0.45121786795789376,0.4227791849989444,2.1730851070024073,0.6183154270402156,0.5897247820394114,2.791400534042623,0.40101653296733275,0.37176597997313365,3.1924170670099556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.569268103048671,f,1,6.770997823041398,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.8192062249872833,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,38,,,,,,,,,,,,,,,,,,0.5347927180118859,0.526200144959148,0.5347927180118859,0.417945655004587,0.3891586129902862,0.9527383730164729,0.5339729799889028,0.5040795120294206,1.4867113530053757,0.4514075900078751,0.4220150400069542,1.9381189430132508,0.5686240299837664,0.5367488509509712,2.506742972997017,0.31753097497858107,0.2889433749951422,2.8242739479755983,0.4183695780229755,0.38862007699208334,3.2426435259985738,0.43422559497412294,0.4012266399804503,3.6768691209726967,0.3505655250046402,0.32238610001513734,4.027434645977337,0.41826862999005243,0.3882046699873172,4.445703275967389,0.4005562399979681,0.37166303500998765,4.846259515965357,0.45175960002234206,0.4015742029878311,5.2980191159876995,,,,,,,,,,,,,,f,1,0.5706292249960825,j,1,3.2470754149835557,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,f,A,congruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,0,0,j,0,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,15,,,,,,,,,,,,,,,,,,0.5340577719616704,0.5174855339573696,0.5340577719616704,0.3658339690300636,0.33649905101628974,0.899891740991734,0.3692484910134226,0.33914614998502657,1.2691402320051566,0.501363469986245,0.4732142149587162,1.7705037019914016,0.6181089750025421,0.5880689249606803,2.3886126769939438,0.4852650999673642,0.4557697919663042,2.873877776961308,0.3506413850118406,0.3213022929849103,3.2245191619731486,0.35126970801502466,0.31915530998958275,3.5757888699881732,0.45061821199487895,0.42218567500822246,4.026407081983052,0.3506875450257212,0.32243599701905623,4.377094627008773,0.3849878399632871,0.35591809800826013,4.7620824669720605,0.41759314498631284,0.3848260350059718,5.179675611958373,0.43461660301545635,0.40499818295938894,5.61429221497383,,,,0.3505015019909479,0.3215361249749549,5.964793716964778,,,,,j,1,0.455587389995344,f,1,5.770122574991547,,,,None,None,0.38385876099346206,0.3535813359776512,6.34865247795824,0.3686396240373142,0.3354390099993907,6.717292101995554,0.334385555004701,0.3058108749683015,7.051677657000255,0.7504557709908113,0.7214785430114716,7.802133427991066,0.4018509690067731,0.3677064300281927,8.20398439699784,0.5519899179926142,0.5220506149926223,8.755974314990453,0.3832680649938993,0.35440457199001685,9.139242379984353,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,1,,,Verdadero,Falso,f,A,congruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,0,0,f,0,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,16,,,,,,,,,,,,,,,,,,0.5002034200006165,0.4789361339644529,0.5002034200006165,0.40105004800716415,0.371761090005748,0.9012534680077806,0.4015600719721988,0.3721793700242415,1.3028135399799794,0.8016664800234139,0.7730803299928084,2.1044800200033933,0.3835402660188265,0.3524203770211898,2.48802028602222,0.452536083990708,0.4185322650009766,2.940556370012928,0.6179734579636715,0.5894866000162438,3.5585298279765993,0.5686676370096393,0.5226406150031835,4.127197464986239,1.0522147029987536,1.0232929469784722,5.179412167984992,0.43501204199856147,0.4053455099929124,5.614424209983554,0.40108193299965933,0.36873168498277664,6.015506142983213,0.4170718400273472,0.38973659300245345,6.43257798301056,0.4185357100213878,0.38918002805439755,6.851113693031948,,,,0.3342138569569215,0.30172090796986595,7.18532754998887,,,,,f,1,0.4678510599769652,f,1,2.8116592350415885,,,,None,None,0.41764399799285457,0.38531908503500745,7.602971547981724,0.6685234199976549,0.6395871299901046,8.271494967979379,0.43384942202828825,0.4011325350147672,8.705344390007667,0.3682041249703616,0.3384216179838404,9.073548514978029,0.3508170950226486,0.3178175470093265,9.424365610000677,0.3512114330078475,0.3226310519967228,9.775577043008525,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,51,,,,,,,,,,,,,,,,,,0.5176783250062726,0.5034505150397308,0.5176783250062726,0.41769837198080495,0.38526000001002103,0.9353766969870776,0.38457082002423704,0.35574398800963536,1.3199475170113146,0.4008857680018991,0.3722726770211011,1.7208332850132138,0.45080913696438074,0.4222662629908882,2.1716424219775945,0.417932020034641,0.3881274330196902,2.5895744420122355,0.5832885439740494,0.5541672389954329,3.172862985986285,0.352999949012883,0.31844417902175337,3.525862934999168,0.36745680699823424,0.33905769704142585,3.893319741997402,0.3669144579907879,0.33810704498318955,4.26023419998819,0.5847928170114756,0.5510878349887207,4.845027016999666,0.45172995002940297,0.4225874980329536,5.296756967029069,,,,,,,,,,,,,,f,1,0.43933062499854714,j,0,3.8318458250141703,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,59,,,,,,,,,,,,,,,,,,0.4837897320394404,0.4681122949696146,0.4837897320394404,0.40032282494939864,0.3714438599999994,0.8841125569888391,0.4686809130362235,0.43907822004985064,1.3527934700250626,0.4676990419975482,0.44155898003373295,1.8204925120226108,0.3840246030013077,0.3550449530011974,2.2045171150239184,0.8023743520025164,0.7695231429534033,3.006891467026435,0.7356196179753169,0.7066448199911974,3.742511085001752,0.38328801200259477,0.35454065597150475,4.1257990970043465,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5071974019519985,j,0,3.736944977019448,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,1,0,f,1,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,5,,,,,,,,,,,,,,,,,,0.5669448780245148,0.5486733249854296,0.5669448780245148,0.4344467120245099,0.40565742301987484,1.0013915900490247,0.3684722500038333,0.33984186802990735,1.369863840052858,0.43444890197133645,0.40601683501154184,1.8043127420241944,0.950994674989488,0.9206795059726574,2.7553074170136824,0.4192225300357677,0.38829512300435454,3.17452994704945,0.6177427849615924,0.5886964499950409,3.7922727320110425,0.3849737180280499,0.3555222219438292,4.1772464500390925,0.38343831500969827,0.35100986500037834,4.560684765048791,0.33426604699343443,0.3197774750296958,4.894950812042225,,,,,,,,,,,,,,,,,,,,f,1,0.6703300690278411,j,1,3.012943728012033,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
