practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,session,participant,level,frameRate,expName,date,group,
,,None,,,Verdadero,Falso,f,None,incongruent_right,Estudio mucho durante la semana para poder divertirme durante el fin de semana,None,None,None,None,j,None,None,No voy a la biblioteca mucho los fines de semana.,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,0.501405954361,0.460492134094,0.501405954361,0.333128929138,0.270690917969,0.834534883499,0.250664949417,0.151263952255,1.08519983292,0.235334157944,0.1394739151,1.32053399086,0.416976928711,0.335581064224,1.73751091957,0.399513959885,0.334689855576,2.13702487946,0.302577018738,0.237617015839,2.43960189819,0.351501941681,0.288718938828,2.79110383987,0.366361141205,0.288462162018,3.15746498108,0.334857940674,0.271092176437,3.49232292175,0.435082912445,0.37155008316,3.9274058342,0.384473085403,0.322350025177,4.3118789196,0.233943939209,0.155385017395,4.54582285881,,,,,,,,,,,,,,,,,j,1,1.00890302658,f,1,4.43541789055,None,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,None,,,Verdadero,Falso,f,None,single_right,La madre de Julieta vive en Filadelfia así que Julieta la visita mucho,None,None,None,None,j,None,None,Julieta y su madre se ven mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,0.767659902573,0.727334976196,0.767659902573,0.366059064865,0.302854061127,1.13371896744,0.38570189476,0.338173151016,1.5194208622,0.365742921829,0.301892995834,1.88516378403,0.352722167969,0.288743019104,2.237885952,0.501984834671,0.389147043228,2.73987078667,0.383024215698,0.320323944092,3.12289500237,0.419257879257,0.340682029724,3.54215288162,0.482737064362,0.401854038239,4.02488994598,0.418910980225,0.355178117752,4.44380092621,0.368041038513,0.304927110672,4.81184196472,0.433037996292,0.368442058563,5.24487996101,0.518889904022,0.455098867416,5.76376986504,,,,,,,,,,,,,,,,,j,1,1.37461900711,f,1,2.19276285172,None,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,None,,,Verdadero,Falso,j,None,incongruent_left,Mi estación preferida es el verano,None,None,None,None,f,None,None,Me gusta el invierno más que las otras estaciones.,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,0.618062019348,0.581650018692,0.618062019348,0.315701007843,0.271027088165,0.933763027191,0.41935300827,0.371255159378,1.35311603546,0.267650842667,0.207711935043,1.62076687813,0.417351007462,0.374053001404,2.03811788559,0.350628137589,0.306258916855,2.38874602318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.58812713623,j,1,2.12404513359,None,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,None,,,Verdadero,Falso,j,None,congruent_left,El chico corrió en el parque ayer,None,None,None,None,f,None,None,El chico no hizo nada ayer.,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,0.701019048691,0.673834085464,0.701019048691,0.434433937073,0.387735128403,1.13545298576,0.433428049088,0.38723897934,1.56888103485,0.285655021667,0.237628936768,1.85453605652,0.350178956985,0.302193880081,2.2047150135,0.434246063232,0.389376878738,2.63896107674,0.503010034561,0.457093954086,3.1419711113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.638096094131,j,1,1.54018092155,None,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,None,,,Verdadero,Falso,j,None,single_left,A Iván le gusta cocinar y toma clases de gastronomía,None,None,None,None,f,None,None,Iván cocina mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,0.468734025955,0.443151950836,0.468734025955,0.400907993317,0.356277942657,0.869642019272,0.333016872406,0.269057035446,1.20265889168,0.369442224503,0.307317018509,1.57210111618,0.41613483429,0.34964299202,1.98823595047,0.369235038757,0.318591117859,2.35747098923,0.366149902344,0.315917015076,2.72362089157,0.302770137787,0.255066156387,3.02639102936,0.433788061142,0.388327121735,3.4601790905,0.316628932953,0.270351886749,3.77680802345,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.773792028427,f,0,1.77463293076,None,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,163.006999016,,,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.472874879837,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Amalia puso el jamón que sus hermanos dejaron en los platos en el refrigerador después de que comieron,1,1,0,0,j,0,34,Los hermanos ordenaron la mesa después de comer. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,13,,,,,,,,,,,,,,,,0.866526842117,0.809916973114,0.866526842117,0.43642115593,0.355084180832,1.30294799805,0.451052904129,0.373752117157,1.75400090218,0.400274038315,0.319689035416,2.15427494049,0.401450872421,0.321671009064,2.55572581291,0.349321126938,0.270766019821,2.90504693985,0.369819879532,0.287981033325,3.27486681938,0.382166147232,0.285660028458,3.65703296661,0.402705907822,0.338398218155,4.05973887444,0.40157699585,0.323929071426,4.46131587029,0.415529966354,0.317040920258,4.87684583664,0.336488008499,0.271956920624,5.21333384514,0.80136013031,0.718338012695,6.01469397545,0.382755041122,0.318230867386,6.39744901657,,,,0.403747797012,0.335620164871,6.80119681358,0.484038114548,0.406390190125,7.28523492813,,,,,j,1,0.405236959457,j,1,4.41772699356,,,,None,None,0.34978890419,0.27116894722,7.63502383232,0.302561998367,0.234891891479,7.93758583069,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.423851966858,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_right,Cuando los amigos tienen una fiesta todos toman vino o cerveza,0,0,0,1,j,0,242,Mis amigos no toman whisky en las fiestas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,41,,,,,,,,,,,,,,,,0.651435852051,0.591705083847,0.651435852051,0.333568096161,0.269457817078,0.985003948212,0.350165843964,0.285689115524,1.33516979218,0.268005132675,0.220510005951,1.60317492485,0.552224874496,0.506273984909,2.15539979935,0.367422103882,0.304311037064,2.52282190323,0.418468952179,0.35574388504,2.94129085541,0.417272090912,0.354855060577,3.35856294632,0.401077032089,0.354913949966,3.75963997841,0.468513965607,0.405600070953,4.22815394402,0.433501005173,0.372602939606,4.66165494919,,,,,,,,,,,,,,,,,,,,,,,j,1,0.455797195435,f,1,4.03265595436,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_right,La casa de Enrique le quedó muy limpia antes de su fiesta,0,0,0,1,j,0,246,Enrique limpió la casa antes de recibir a los invitados.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,45,,,,,,,,,,,,,,,,0.598657131195,0.562655925751,0.598657131195,0.4532289505,0.406890153885,1.0518860817,0.418086051941,0.355937004089,1.46997213364,0.382622003555,0.318590164185,1.85259413719,0.484737873077,0.435801029205,2.33733201027,0.369198083878,0.323197841644,2.70653009415,0.35022187233,0.287839174271,3.05675196648,0.435441017151,0.371731042862,3.49219298363,0.550848960876,0.485780000687,4.0430419445,0.635985136032,0.573418140411,4.67902708054,0.466864824295,0.421110153198,5.14589190483,0.317630052567,0.271672964096,5.4635219574,,,,,,,,,,,,,,,,,,,,j,1,0.773160219193,f,1,2.32205104828,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,B,congruent_right,En el salón de conciertos resonaba la música de la banda ,0,0,0,0,j,0,249,Se podía escuchar la música en todo el salón.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,48,,,,,,,,,,,,,,,,0.553098917007,0.523175954819,0.553098917007,0.384114027023,0.338756799698,0.937212944031,0.350306034088,0.273303985596,1.28751897812,0.368268966675,0.322053909302,1.65578794479,0.316994905472,0.27245092392,1.97278285027,0.368102073669,0.304538011551,2.34088492393,0.415834903717,0.370220899582,2.75671982765,0.484642028809,0.435803890228,3.24136185646,0.302931070328,0.255640983582,3.54429292679,0.366945981979,0.32127404213,3.91123890877,0.366636037827,0.318899154663,4.27787494659,,,,,,,,,,,,,,,,,,,,,,,j,1,0.384848833084,f,1,2.11098694801,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,B,congruent_right,Después de hacer la tarea Pilar volvió a jugar videojuegos,0,0,0,0,j,0,241,A Pilar le gustan los videojuegos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,40,,,,,,,,,,,,,,,,0.652995824814,0.620236873627,0.652995824814,0.365447998047,0.31801700592,1.01844382286,0.484941005707,0.435960054398,1.50338482857,0.419368028641,0.37112402916,1.92275285721,0.367978096008,0.307236909866,2.29073095322,0.400949001312,0.355118989944,2.69167995453,0.282345056534,0.219564914703,2.97402501106,0.470019817352,0.41973900795,3.44404482841,0.366563081741,0.305444002151,3.81060791016,0.333281993866,0.285793066025,4.14388990402,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.2216360569,f,1,1.58847904205,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el padre rezaba la biblia antigua se le cayó al piso,0,1,1,0,j,0,107,El padre no es muy religioso.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,23,,,,,,,,,,,,,,,,0.400436878204,0.364421129227,0.400436878204,0.351078033447,0.285030126572,0.751514911652,0.299880027771,0.254410028458,1.05139493942,0.316504955292,0.252156019211,1.36789989471,0.302463054657,0.255167007446,1.67036294937,0.316948890686,0.254746198654,1.98731184006,0.350183010101,0.285378932953,2.33749485016,0.418703079224,0.371507883072,2.75619792938,0.401428937912,0.355349063873,3.15762686729,0.300585985184,0.237651824951,3.45821285248,0.382599115372,0.317625999451,3.84081196785,0.352232933044,0.304909944534,4.19304490089,,,,,,,,,,,,,,,,,,,,j,1,0.572613954544,j,1,2.45999002457,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,Justo cuando aparcaron el carro viejo volvió a fallar,1,1,0,0,f,0,23,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,2,,,,,,,,,,,,,,,,0.616986989975,0.575974941254,0.616986989975,0.318479061127,0.272833108902,0.935466051102,0.267720937729,0.222625017166,1.20318698883,0.284018993378,0.23868393898,1.48720598221,0.450566053391,0.405774831772,1.9377720356,0.317461013794,0.272118091583,2.25523304939,0.467969894409,0.422030925751,2.7232029438,0.384324073792,0.339913845062,3.10752701759,0.384948968887,0.32173705101,3.49247598648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.806435108185,j,1,1.75916790962,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,single_right,Subí la escalera para irme a dormir,0,0,0,1,j,0,250,Mi cuarto de dormir está en la planta baja.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,49,,,,,,,,,,,,,,,,0.582883119583,0.536741018295,0.582883119583,0.283215999603,0.236930847168,0.866099119186,0.302342891693,0.254039049149,1.16844201088,0.334007978439,0.284497022629,1.50244998932,0.301359176636,0.255616188049,1.80380916595,0.333632946014,0.272526025772,2.13744211197,0.284812927246,0.238353013992,2.42225503922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.585717916489,j,1,2.74553704262,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,B,congruent_left,"Entre los amigos en la fiesta de Luis estaban sus hermanos, Marisa y Germán ",0,0,0,0,f,0,255,María y Germán son amigos de Luis.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,54,,,,,,,,,,,,,,,,0.500726938248,0.461681127548,0.500726938248,0.35182094574,0.287783145905,0.852547883987,0.300825119019,0.238322019577,1.15337300301,0.301654100418,0.240865945816,1.45502710342,0.417838811874,0.336199045181,1.8728659153,0.283440113068,0.221320867538,2.15630602837,0.301132917404,0.241113901138,2.45743894577,0.333861112595,0.271880865097,2.79130005836,0.350678920746,0.287951946259,3.14197897911,0.334537029266,0.269170045853,3.47651600838,0.282950878143,0.218075990677,3.75946688652,0.468623161316,0.420616865158,4.22809004784,0.719876050949,0.656998157501,4.94796609879,0.635451793671,0.553749084473,5.58341789246,,,,,,,,,,,,,,f,1,0.553586959839,f,1,4.89670491219,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Antes de comer el pastel los niños cantaron "Cumpleaños Feliz",0,0,1,0,f,0,239,El pastel era para el final del curso.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,38,,,,,,,,,,,,,,,,0.700870037079,0.665276050568,0.700870037079,0.40073299408,0.35645699501,1.10160303116,0.367974996567,0.303746938705,1.46957802773,0.366496086121,0.319983959198,1.83607411385,0.36917090416,0.322871923447,2.20524501801,0.384319067001,0.321865081787,2.58956408501,0.401147842407,0.340945959091,2.99071192741,0.400121212006,0.33386182785,3.39083313942,0.601705789566,0.538295030594,3.99253892899,1.05309605598,0.990857124329,5.04563498497,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.938870191574,j,1,3.40788698196,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.736571073532,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.519340991974,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Mientras el novio pagaba el diamante se le cayó al piso,1,1,0,0,j,0,26,La esposa dejó caer el diamante al piso.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,5,,,,,,,,,,,,,,,,0.617207050323,0.581986904144,0.617207050323,0.367789030075,0.306560993195,0.984996080399,0.267729997635,0.222282171249,1.25272607803,0.367358922958,0.323056221008,1.62008500099,0.400924921036,0.335338115692,2.02100992203,0.39976811409,0.352020025253,2.42077803612,0.452399969101,0.405462026596,2.87317800522,0.400680065155,0.336199045181,3.27385807037,0.351738929749,0.30663895607,3.62559700012,0.416851043701,0.353322982788,4.04244804382,0.383739948273,0.3354408741,4.4261879921,,,,,,,,,,,,,,,,,,,,,,,j,1,0.388514995575,j,1,2.5734269619,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los novios montaron la sofá que su amigo les dejó en la sala de su nuevo piso ,0,1,1,0,f,0,118,Los novios compró la sofá nueva.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,28,,,,,,,,,,,,,,,,0.651517152786,0.601099014282,0.651517152786,0.484378814697,0.421616077423,1.13589596748,0.432660102844,0.368314027786,1.56855607033,0.417798042297,0.349406003952,1.98635411263,0.368325948715,0.305109024048,2.35468006134,0.318613052368,0.254353046417,2.67329311371,1.05324983597,0.98733496666,3.72654294968,0.534100055695,0.457364082336,4.26064300537,0.451715946198,0.368902921677,4.71235895157,0.317065000534,0.256086111069,5.0294239521,0.316815137863,0.235165119171,5.34623908997,0.434998989105,0.371150016785,5.78123807907,0.384410858154,0.321337938309,6.16564893723,0.351936101913,0.272881031036,6.51758503914,,,,0.333956003189,0.271681070328,6.85154104233,0.317528963089,0.256689071655,7.16907000542,,,,,f,1,0.888094186783,j,1,5.55054497719,,,,None,None,0.382275104523,0.316351890564,7.55134510994,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,single_left,Cuando era niño mi papá quería ser arquitecto,0,0,0,1,f,0,244,Mi papá quería ser mecánico cuando era menor.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,43,,,,,,,,,,,,,,,,0.569631099701,0.539453029633,0.569631099701,0.367684841156,0.322444915771,0.937315940857,0.400720119476,0.35703086853,1.33803606033,0.350075960159,0.304105997086,1.68811202049,0.368479013443,0.307193994522,2.05659103394,0.400496006012,0.350812911987,2.45708703995,0.401964902878,0.354248046875,2.85905194283,0.300739049911,0.251128911972,3.15979099274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.669491052628,j,1,3.83208298683,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Cuando el escultor terminó la obra tenía tres metros  de altura,1,1,1,0,j,1,29,La estatua era muy alta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,8,,,,,,,,,,,,,,,,0.533529043198,0.498192071915,0.533529043198,0.334483861923,0.272016048431,0.868012905121,0.283901929855,0.219549894333,1.15191483498,0.332779169083,0.252473831177,1.48469400406,0.519467830658,0.469596147537,2.00416183472,0.284123182297,0.222168922424,2.28828501701,0.400409936905,0.337194919586,2.68869495392,0.33540391922,0.271620035172,3.02409887314,0.333995103836,0.271200180054,3.35809397697,0.332630872726,0.270822048187,3.6907248497,0.469841003418,0.406089067459,4.16056585312,,,,,,,,,,,,,,,,,,,,,,,j,1,0.606357812881,f,1,1.52542304993,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta puso los planos que sus compañeros le dejaron en su oficina encima de la mesa para verlos bien,1,1,0,0,f,0,35,La arquitecta sacó los planos de su bolsa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,14,,,,,,,,,,,,,,,,0.550544977188,0.483939170837,0.550544977188,0.283756971359,0.204971790314,0.834301948547,0.368188142776,0.289883136749,1.20249009132,0.350870847702,0.272118091583,1.55336093903,0.234181165695,0.151818990707,1.78754210472,0.466565847397,0.387302875519,2.25410795212,0.301753044128,0.220968008041,2.55586099625,0.384430885315,0.305660963058,2.94029188156,0.28443312645,0.204622030258,3.22472500801,0.333693981171,0.25474190712,3.55841898918,0.317404031754,0.239384889603,3.87582302094,0.368552923203,0.285403013229,4.24437594414,0.283878087997,0.20099401474,4.52825403214,0.283962965012,0.205237150192,4.81221699715,,,,0.333127975464,0.254973888397,5.14534497261,0.234975099564,0.155698060989,5.38032007217,,,,,f,1,0.837747812271,j,1,2.43971896172,,,,None,None,0.250206947327,0.150364160538,5.6305270195,0.201366901398,0.100779771805,5.8318939209,0.366847038269,0.286448001862,6.19874095917,0.819031000137,0.735965013504,7.0177719593,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_right,El grupo musical que tocó en el salón de conciertos era muy bueno,0,0,1,0,j,0,233,El grupo no tocaba bien.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,32,,,,,,,,,,,,,,,,0.601957082748,0.562819004059,0.601957082748,0.351955890656,0.288529872894,0.953912973404,0.299503087997,0.220690965652,1.2534160614,0.351156949997,0.283674001694,1.6045730114,0.384361982346,0.338001966476,1.98893499374,0.334836959839,0.271266937256,2.32377195358,0.35129404068,0.288017034531,2.67506599426,0.366657972336,0.305545091629,3.0417239666,0.551937103271,0.50471496582,3.59366106987,0.317262887955,0.270499229431,3.91092395782,0.301632165909,0.238523006439,4.21255612373,0.41740489006,0.356250047684,4.62996101379,0.334191083908,0.270166158676,4.9641520977,,,,,,,,,,,,,,,,,j,1,0.524992227554,j,1,1.52630209923,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los estudiantes metieron la tarea que la maestra les dio en la clase en sus bolsas antes de irse,1,1,1,0,f,1,40,La maestra se quedó con la tarea de los alumnos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,19,,,,,,,,,,,,,,,,0.500572919846,0.449480056763,0.500572919846,0.300986051559,0.238087892532,0.801558971405,0.366613864899,0.304871082306,1.1681728363,0.300013065338,0.218325138092,1.46818590164,0.302438020706,0.238236904144,1.77062392235,0.284461021423,0.218960046768,2.05508494377,0.534113883972,0.471655130386,2.58919882774,0.333739995956,0.2544901371,2.9229388237,0.416640043259,0.335985898972,3.33957886696,0.436037063599,0.368230104446,3.77561593056,0.301138877869,0.23816204071,4.07675480843,0.299467086792,0.220267057419,4.37622189522,0.385499954224,0.288202047348,4.76172184944,0.284250974655,0.204396009445,5.0459728241,,,,0.4162940979,0.351886987686,5.462266922,0.268059015274,0.203561067581,5.73032593727,,,,,f,1,0.55361700058,j,1,2.1781899929,,,,None,None,0.352035045624,0.288693904877,6.08236098289,0.516595840454,0.451599836349,6.59895682335,0.402619123459,0.323809862137,7.00157594681,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
