practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
,,None,,,Verdadero,Falso,f,None,single_right,La madre de Julieta vive en Filadelfia así que Julieta la visita mucho,None,None,None,None,j,None,None,Julieta y su madre se ven mucho.,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,0.602778911591,0.550717115402,0.602778911591,0.332128047943,0.269294023514,0.934906959534,,,,,,,,j,1,0.700023889542,0.368055820465,0.268291950226,1.30296278,0.418013095856,0.338548898697,1.72097587585,0.368582010269,0.273264169693,2.08955788612,0.485362052917,0.407282114029,2.57491993904,f,1,3.53053379059,None,0.382714033127,0.300812005997,2.95763397217,0.533887863159,0.453300952911,3.49152183533,0.453813076019,0.389612913132,3.94533491135,0.500498056412,0.438785076141,4.44583296776,0.702303886414,0.63934803009,5.14813685417,0.617842912674,0.556837081909,5.76597976685,0.769377231598,0.70586180687,6.53535699844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,49.4804439545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Este año cuando se reunieron el grito sonó por todo el vecindario,0,1,1,0,f,0,124,Hicieron un escándalo cuando se vieron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,0.817031145096,0.751442909241,0.817031145096,0.401741981506,0.354619979858,1.2187731266,,,,,,,,f,1,1.37612986565,0.401788949966,0.356944799423,1.62056207657,0.432971000671,0.368671178818,2.05353307724,0.469321012497,0.421066999435,2.52285408974,0.516580104828,0.437718153,3.03943419456,f,1,2.12901306152,,0.435062885284,0.354712963104,3.47449707985,0.500509023666,0.437656164169,3.97500610352,0.636429071426,0.555809020996,4.61143517494,0.701108932495,0.654315948486,5.31254410744,0.519012928009,0.468715190887,5.83155703545,0.417301177979,0.372932910919,6.24885821342,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,María acomodó las revistas que Gabriela dejó bajo la cama en el librero cuando las encontró,1,1,1,0,j,1,15,Las revistas de Gabriela están escondidas bajo la cama.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,14,,,,,,,,,,,,,,,,0.632297992706,0.584073066711,0.632297992706,0.38330411911,0.305819034576,1.01560211182,,,,,,,,j,1,0.90382194519,0.384816884995,0.305505037308,1.40041899681,0.468636035919,0.388868093491,1.86905503273,0.650950908661,0.589601039886,2.52000594139,0.617525100708,0.554322004318,3.1375310421,j,1,6.2377679348,,0.737294912338,0.638031959534,3.87482595444,0.849629163742,0.771189928055,4.72445511818,1.10373783112,1.03903913498,5.8281929493,0.485689163208,0.422264814377,6.3138821125,0.468276023865,0.406290054321,6.78215813637,0.465538978577,0.401573181152,7.24769711494,0.50314283371,0.438719034195,7.75083994865,,,None,None,0.621411085129,0.556181907654,8.37225103378,0.66370511055,0.584718942642,9.03595614433,0.452893972397,0.338180065155,9.48885011673,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,0,0,j,0,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,15,,,,,,,,,,,,,,,,0.667866945267,0.602230072021,0.667866945267,0.433200120926,0.35303401947,1.10106706619,,,,,,,,j,1,0.805857896805,0.335966825485,0.271838188171,1.43703389168,0.534062147141,0.450980901718,1.97109603882,0.568670988083,0.50559592247,2.5397670269,0.534096002579,0.451063871384,3.07386302948,j,0,4.94757580757,,1.05295991898,0.97282910347,4.12682294846,0.48374915123,0.402565002441,4.61057209969,0.603179931641,0.541162014008,5.21375203133,0.484565973282,0.404975891113,5.69831800461,0.63298201561,0.550918102264,6.33130002022,0.553339004517,0.48733997345,6.88463902473,0.485077857971,0.423232793808,7.36971688271,,,None,None,0.551285028458,0.485641002655,7.92100191116,0.668146133423,0.588907957077,8.58914804459,0.466660022736,0.382996082306,9.05580806732,0.585822820663,0.504823923111,9.64163088799,0.652340173721,0.572257041931,10.2939710617,0.550029039383,0.470833063126,10.8440001011,0.603227853775,0.539031982422,11.4472279549,0.467581987381,0.387882947922,11.9148099422,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.595502138138,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,38,,,,,,,,,,,,,,,,0.653464078903,0.623842000961,0.653464078903,0.501171827316,0.436060905457,1.15463590622,,,,,,,,f,1,0.787319898605,0.583323001862,0.520679950714,1.73795890808,0.46959900856,0.422068119049,2.20755791664,0.634526014328,0.569128990173,2.84208393097,0.634896993637,0.588207006454,3.47698092461,j,1,1.82255291939,,0.550340175629,0.502088069916,4.02732110023,0.60345697403,0.555729150772,4.63077807426,0.518440961838,0.455491065979,5.1492190361,0.566545963287,0.522003889084,5.71576499939,0.385566949844,0.322416067123,6.10133194923,0.568469047546,0.523128032684,6.66980099678,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_left,Mis hijas están saltando la cuerda en el jardín,0,0,0,1,f,0,226,A mis hijas no les gusta jugar en el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,55,,,,,,,,,,,,,,,,0.616661071777,0.584280014038,0.616661071777,0.417755126953,0.373701095581,1.03441619873,,,,,,,,f,1,0.507006883621,0.551846981049,0.505976915359,1.58626317978,0.534540891647,0.491030931473,2.12080407143,0.719365119934,0.657185792923,2.84016919136,0.701409816742,0.637212991714,3.5415790081,j,1,3.45020008087,,0.635167121887,0.589575052261,4.17674612999,0.482600927353,0.434689998627,4.65934705734,0.553511142731,0.501893043518,5.21285820007,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.922900915146,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando era niña Inés saltaba la cuerda mucho ,0,0,0,0,j,0,211,Inés sabe saltar la cuerda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,40,,,,,,,,,,,,,,,,0.0819900035858,0.0552670955658,0.0819900035858,0.953170061111,0.906920909882,1.0351600647,,,,,,,,j,1,0.655719995499,0.600286006927,0.553492069244,1.63544607162,0.45269203186,0.407124996185,2.08813810349,0.434428930283,0.370129823685,2.52256703377,0.550968170166,0.505495071411,3.07353520393,f,1,3.19534087181,,0.46880698204,0.4224588871,3.54234218597,0.500123977661,0.454111814499,4.04246616364,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el padre leía la biblia antigua se partió en dos ,1,1,1,0,j,1,7,La biblia se quedó intacta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,,,,,0.582025051117,0.541411876678,0.582025051117,0.452955007553,0.406270027161,1.03498005867,,,,,,,,j,1,0.704903841019,0.500627994537,0.437901973724,1.53560805321,0.500854969025,0.437650918961,2.03646302223,0.435281038284,0.370700836182,2.47174406052,0.402070045471,0.35693693161,2.87381410599,j,1,1.82262682915,,0.466570854187,0.419394016266,3.34038496017,0.51890206337,0.472297906876,3.85928702354,0.534826993942,0.488551139832,4.39411401749,0.551893949509,0.50320982933,4.946007967,0.417936086655,0.371964931488,5.36394405365,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Después de que comieron el pollo se enfrió inmediatamente ,1,1,0,0,f,0,1,Comieron el pollo caliente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,0.636586904526,0.601124048233,0.636586904526,0.383032083511,0.321298122406,1.01961898804,,,,,,,,f,1,0.536404132843,0.418036937714,0.372045993805,1.43765592575,0.434028148651,0.369799137115,1.8716840744,0.468459844589,0.389297008514,2.34014391899,0.451910018921,0.385257959366,2.79205393791,f,1,3.06201195717,,0.600094079971,0.55357503891,3.39214801788,0.486124038696,0.439253091812,3.87827205658,0.65163397789,0.589306116104,4.52990603447,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_left,Los estudiantes hicieron el trabajo en equipo en la biblioteca,0,0,0,1,f,0,202,Los estudiantes hicieron la tarea en el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,31,,,,,,,,,,,,,,,,0.667459011078,0.6276948452,0.667459011078,0.468445777893,0.417658090591,1.13590478897,,,,,,,,f,1,0.705430030823,0.568654060364,0.521598815918,1.70455884933,0.534260988235,0.47234916687,2.23881983757,0.468698978424,0.407263040543,2.70751881599,0.566035032272,0.504577875137,3.27355384827,j,1,2.21144294739,,0.47020316124,0.423000097275,3.74375700951,0.568157911301,0.505618095398,4.31191492081,0.534240961075,0.472608089447,4.84615588188,0.535215139389,0.472397089005,5.38137102127,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,El cocinero lava las verduras en el fregadero,0,0,0,1,j,0,204,El cocinero prepara las verduras él mismo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,33,,,,,,,,,,,,,,,,0.666448116302,0.639124155045,0.666448116302,0.569869041443,0.519196987152,1.23631715775,,,,,,,,j,1,0.688898086548,0.818355798721,0.769750833511,2.05467295647,0.601493120193,0.557244062424,2.65616607666,0.986268043518,0.936565876007,3.64243412018,0.651203870773,0.606701850891,4.29363799095,f,1,3.41484117508,,0.418431043625,0.357368946075,4.71206903458,0.382591962814,0.335203886032,5.09466099739,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Los trabajadores colocaron los avisos que su jefe les dejó en la carpeta en la puerta de la oficina,1,1,0,0,j,0,20,Los avisos están colgados en la puerta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,19,,,,,,,,,,,,,,,,0.868390083313,0.79780292511,0.868390083313,0.484701871872,0.402364015579,1.35309195518,,,,,,,,j,1,0.691053152084,0.516382932663,0.434403896332,1.86947488785,0.502665042877,0.438333034515,2.37213993073,0.602033138275,0.522633075714,2.974173069,0.59984588623,0.520928144455,3.57401895523,f,1,3.05941987038,,0.686830997467,0.623873949051,4.2608499527,0.48434305191,0.384826898575,4.74519300461,0.535049915314,0.456378936768,5.28024291992,0.516363143921,0.435126781464,5.79660606384,0.536401033401,0.472331047058,6.33300709724,0.46519780159,0.402328014374,6.79820489883,0.469909191132,0.404942989349,7.26811408997,,,None,None,0.768095016479,0.686395168304,8.03620910645,0.886652946472,0.805980920792,8.92286205292,0.551733016968,0.484940052032,9.47459506989,0.468183040619,0.390058040619,9.9427781105,0.46768283844,0.389094114304,10.4104609489,0.518356084824,0.435456991196,10.9288170338,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,36,,,,,,,,,,,,,,,,0.700955152512,0.655658960342,0.700955152512,0.331801891327,0.284285068512,1.03275704384,,,,,,,,j,1,0.58931016922,0.43714094162,0.388643980026,1.46989798546,0.549718141556,0.488350868225,2.01961612701,0.53418302536,0.468625068665,2.55379915237,0.770402908325,0.721334934235,3.3242020607,f,0,3.32839798927,,0.518189907074,0.472365140915,3.84239196777,0.584311008453,0.53848195076,4.42670297623,0.502394199371,0.45269203186,4.9290971756,0.53421998024,0.489217996597,5.46331715584,0.451612949371,0.390882015228,5.91493010521,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Antes de que bebieran el vino se volvió vinagre ,1,1,0,0,f,0,5,No tomaron vino porque se había echado a perder.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,4,,,,,,,,,,,,,,,,0.686682939529,0.657405853271,0.686682939529,0.350491046906,0.306260824203,1.03717398643,,,,,,,,f,1,1.3575861454,0.368343114853,0.318724155426,1.40551710129,0.384173870087,0.338542938232,1.78969097137,0.384042978287,0.338419914246,2.17373394966,0.451541185379,0.406265974045,2.62527513504,f,1,6.10399389267,,0.434700965881,0.389399766922,3.05997610092,0.448967933655,0.403312921524,3.50894403458,0.58650803566,0.5346159935,4.09545207024,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando los jardineros terminaron el jardín quedó lleno de flores,1,1,1,0,f,1,10,Los jardineros todavía no acaban su trabajo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,9,,,,,,,,,,,,,,,,0.586354970932,0.552731990814,0.586354970932,0.334487915039,0.273096084595,0.920842885971,,,,,,,,f,1,1.10424613953,0.401252985001,0.34076499939,1.32209587097,0.500714063644,0.43478178978,1.82280993462,0.534671068192,0.488909959793,2.35748100281,0.518718957901,0.455947875977,2.87619996071,f,0,4.03180098534,,0.534294128418,0.472973108292,3.41049408913,0.566967964172,0.504388093948,3.9774620533,0.535305976868,0.489025115967,4.51276803017,0.601318836212,0.553891181946,5.11408686638,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los novios montaron la mesa que su amigo les dejó en su porche en la cocina de su nuevo apartamento ,1,1,1,0,f,1,18,Los novios pusieron la mesa en su porche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,17,,,,,,,,,,,,,,,,0.669203042984,0.616400957108,0.669203042984,0.434328079224,0.356664896011,1.10353112221,,,,,,,,f,1,0.755686998367,0.60062789917,0.518128156662,1.70415902138,0.669701099396,0.588660955429,2.37386012077,0.53438782692,0.454623937607,2.90824794769,0.616567134857,0.534120082855,3.52481508255,j,1,4.29610490799,,0.703366041183,0.639134883881,4.22818112373,0.517288923264,0.435678958893,4.745470047,0.702178001404,0.617978096008,5.4476480484,0.702746868134,0.62024307251,6.15039491653,0.984911203384,0.904394865036,7.13530611992,0.634355783463,0.569204092026,7.76966190338,0.419641017914,0.354505062103,8.1893029213,,,None,None,0.534529209137,0.456763029099,8.72383213043,0.451346874237,0.371239900589,9.17517900467,0.55017209053,0.450648069382,9.7253510952,0.519176959991,0.43704199791,10.2445280552,0.534015893936,0.454090833664,10.7785439491,0.501145124435,0.418859958649,11.2796890736,0.519408941269,0.452307939529,11.7990980148,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,La computadora de Jessica falla con frecuencia,0,0,0,0,f,0,217,Jessica necesita consultar con un técnico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,46,,,,,,,,,,,,,,,,0.733060836792,0.698460102081,0.733060836792,0.416836977005,0.368177890778,1.1498978138,,,,,,,,f,1,0.621534109116,0.635906219482,0.586322784424,1.78580403328,0.486392974854,0.439074993134,2.27219700813,0.615993022919,0.568364143372,2.88819003105,0.620000839233,0.571524858475,3.50819087029,f,1,2.00838494301,,0.668121099472,0.621631145477,4.17631196976,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,El pescado está listo para comer,0,0,0,0,f,0,229,Vamos a comer pescado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,58,,,,,,,,,,,,,,,,0.549710035324,0.524775981903,0.549710035324,0.485624074936,0.456424951553,1.03533411026,,,,,,,,f,1,0.718561887741,0.53436088562,0.488168954849,1.56969499588,0.468723058701,0.422721862793,2.03841805458,0.550574064255,0.504616975784,2.58899211884,0.434990882874,0.389152050018,3.02398300171,f,1,1.88886594772,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Mi hija pintó el cuadro que está en la pared de mi oficina,0,0,0,0,j,0,219,Tengo arte colgado en mi oficina.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,48,,,,,,,,,,,,,,,,0.617795944214,0.583687067032,0.617795944214,0.349271059036,0.302815914154,0.96706700325,,,,,,,,j,1,0.706012010574,0.335410118103,0.28836607933,1.30247712135,0.416178941727,0.369136095047,1.71865606308,0.486110925674,0.437026023865,2.20476698875,0.468261957169,0.405815839767,2.67302894592,f,1,2.49461007118,,0.484362125397,0.421984910965,3.15739107132,0.46831703186,0.406565189362,3.62570810318,0.551429986954,0.50593996048,4.17713809013,0.567434072495,0.502883911133,4.74457216263,1.15361595154,1.10715198517,5.89818811417,0.349067926407,0.302847146988,6.24725604057,0.502922058105,0.455302000046,6.75017809868,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Jaime metió el chaleco que su pareja dejó en el clóset cuando regresaron,0,1,1,0,j,0,133,La pareja de Jaime no colgó su chaleco cuando volvió. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,26,,,,,,,,,,,,,,,,0.584675073624,0.534998178482,0.584675073624,0.417346954346,0.355456113815,1.00202202797,,,,,,,,j,1,1.10891604424,0.434975147247,0.368133068085,1.43699717522,0.551934957504,0.48951792717,1.98893213272,0.417717933655,0.338500022888,2.40665006638,0.43413901329,0.372344017029,2.84078907967,f,1,5.66980099678,,0.501348018646,0.440338850021,3.34213709831,0.466127872467,0.386123180389,3.80826497078,0.419363021851,0.35097694397,4.22762799263,0.618911027908,0.557368993759,4.84653902054,0.885790109634,0.823230028152,5.73232913017,0.700778961182,0.638391017914,6.43310809135,0.46834897995,0.42268204689,6.9014570713,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,50,,,,,,,,,,,,,,,,0.634582042694,0.600496053696,0.634582042694,0.283275842667,0.238613128662,0.917857885361,,,,,,,,f,1,1.15442895889,0.366307020187,0.319191932678,1.28416490555,0.453315973282,0.404767036438,1.73748087883,0.516983985901,0.452517986298,2.25446486473,0.485376119614,0.440498828888,2.73984098434,j,1,3.28049993515,,0.435261011124,0.373088121414,3.17510199547,0.668490886688,0.622881174088,3.84359288216,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,Antes de correr su primer maratón María tuvo que correr mucho para practicar,0,0,0,1,f,0,210,María corrió el maratón sin entrenarse.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,39,,,,,,,,,,,,,,,,0.200023889542,0.149295091629,0.200023889542,0.551289081573,0.485860109329,0.751312971115,,,,,,,,f,1,0.555232048035,0.267138957977,0.206703901291,1.01845192909,0.434741020203,0.351686000824,1.4531929493,0.40020108223,0.338129997253,1.85339403152,0.467003822327,0.402939081192,2.32039785385,j,0,2.22488284111,,0.653648138046,0.585778951645,2.9740459919,0.617867946625,0.557168960571,3.59191393852,0.568160057068,0.505254983902,4.16007399559,0.468546867371,0.405299186707,4.62862086296,0.517034053802,0.453329086304,5.14565491676,0.451794147491,0.38502407074,5.59744906425,0.433238983154,0.366448163986,6.03068804741,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando la participante se rindió la respuesta le pareció obvia,0,1,1,0,f,0,128,La participante adivinó la respuesta correcta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,0.58456993103,0.538726091385,0.58456993103,0.317744016647,0.272451162338,0.902313947678,,,,,,,,f,1,0.610213041306,0.516319036484,0.452584028244,1.41863298416,0.669924020767,0.624711036682,2.08855700493,0.51798582077,0.455040216446,2.6065428257,0.618076086044,0.555080890656,3.22461891174,j,1,4.55064606667,,0.701932907104,0.636991977692,3.92655181885,0.567552089691,0.522284984589,4.49410390854,0.619426965714,0.55748796463,5.11353087425,0.600255012512,0.540232896805,5.71378588676,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
